Phrase	Grammar	Transcription	Translation	Notes
郊区	jiāoqū	suburbs, area on the outskirts of the city	HSK 4
教授	jiàoshòu	professor	HSK 4
交通	jiāotōng	traffic	HSK 4
教育	jiàoyù	education	HSK 4
饺子	jiǎozi	dumpling	HSK 4
加油站	jiāyóuzhàn	gas station	HSK 4
基础	jīchǔ	base; foundation	HSK 4
节	jié	festival, holiday	HSK 4
结果	jiéguǒ	result; in the end, as a result	HSK 4
解释	jiěshì	explanation	HSK 4
计划	jìhuà	plan; project; program	HSK 4
警察	jǐngchá	police, policeman, policewoman	HSK 4
经济	jīngjì	economy	HSK 4
京剧	jīngjù	Beijing opera	HSK 4
经历	jīnglì	an experience	HSK 4
景色	jǐngsè	scenery, landscape	HSK 4
经验	jīngyàn	(accumulated) experience	HSK 4
竞争	jìngzhēng	competition	HSK 4
技术	jìshù	technology; skill, technique	HSK 4
记者	jìzhě	journalist	HSK 4
聚会	jùhuì	party, gathering	HSK 4
距离	jùlí	distance	HSK 4
看法	kànfǎ	point of view	HSK 4
烤鸭	kǎoyā	roast duck	HSK 4
客厅	kètīng	living room (in one's home)	HSK 4
科学	kēxué	science; scientific	HSK 4
空气	kōngqì	air	HSK 4
空儿	kòngr	free time	HSK 4
矿泉水	kuàngquánshuǐ	mineral spring water	HSK 4
困难	kùnnan	difficulty	HSK 4
垃圾桶	lājītǒng	trash can	HSK 4
老虎	lǎohǔ	tiger	HSK 4
联系	liánxì	contact	HSK 4
礼拜天	lǐbàitiān	Sunday	HSK 4
礼貌	lǐmào	politeness, manners	HSK 4
零钱	língqián	(small) change	HSK 4
力气	lìqi	strength	HSK 4
理想	lǐxiǎng	ideal	HSK 4
律师	lǜshī	lawyer	HSK 4
旅行	lǚxíng	trip	HSK 4
麻烦	máfan	hassle, trouble	HSK 4
毛	máo	hair, fur	HSK 4
毛巾	máojīn	towel	HSK 4
梦	mèng	dream	HSK 4
密码	mìmǎ	password, PIN	HSK 4
民族	mínzú	nationality, ethnic group	HSK 4
目的	mùdì	purpose, aim, goal	HSK 4
母亲	mǔqīn	mother	HSK 4
耐心	nàixīn	patience	HSK 4
内	nèi	in, within	HSK 4
内容	nèiróng	content	HSK 4
能力	nénglì	ability	HSK 4
年龄	niánlíng	(a person's) age	HSK 4
判断	pànduàn	judgement	HSK 4
皮肤	pífū	skin	HSK 4
乒乓球	pīngpāngqiú	table tennis	HSK 4
平时	píngshí	usually	HSK 4
批评	pīpíng	criticism	HSK 4
脾气	píqi	temper, temperament	HSK 4
葡萄	pútao	grape(s)	HSK 4
普通话	pǔtōnghuà	Mandarin (lit. "common speech")	HSK 4
签证	qiānzhèng	visa (in a passport)	HSK 4
桥	qiáo	bridge	HSK 4
巧克力	qiǎokèlì	chocolate	HSK 4
气候	qìhòu	climate	HSK 4
情况	qíngkuàng	situation, circumstances	HSK 4
亲戚	qīnqi	relatives	HSK 4
其中	qízhōng	among	HSK 4
全部	quánbù	whole, entire	HSK 4
区别	qūbié	difference	HSK 4
缺点	quēdiǎn	weak point, weakness	HSK 4
任务	rènwu	task, assignment	HSK 4
日记	rìjì	diary	HSK 4
入口	rùkǒu	entrance	HSK 4
森林	sēnlín	forest	HSK 4
沙发	shāfā	sofa	HSK 4
勺子	sháozi	spoon, ladle	HSK 4
社会	shèhuì	society	HSK 4
省	shěng	province	HSK 4
生活	shēnghuó	life	HSK 4
生命	shēngmìng	(a) life (which you lose when you die)	HSK 4
生意	shēngyi	business	HSK 4
申请	shēnqǐng	application	HSK 4
失败	shībài	failure	HSK 4
师傅	shīfu	master; qualified worker	HSK 4
实际	shíjì	actual	HSK 4
世纪	shìjì	century	HSK 4
首都	shǒudū	capital (city)	HSK 4
售货员	shòuhuòyuán	salesperson	HSK 4
收入	shōurù	revenue	HSK 4
数量	shùliàng	amount, quantity	HSK 4
顺序	shùnxù	order, sequence	HSK 4
说明	shuōmíng	explanation, directions	HSK 4
硕士	shuòshì	master's degree, M.A.	HSK 4
数字	shùzì	number	HSK 4
速度	sùdù	speed; rate; velocity	HSK 4
塑料袋	sùliàodài	plastic bag	HSK 4
孙子	sūnzi	grandson	HSK 4
态度	tàidu	attitude	HSK 4
汤	tāng	soup, broth	HSK 4
糖	táng	sugar; candy	HSK 4
讨论	tǎolùn	discussion	HSK 4
特点	tèdiǎn	characteristic, special trait	HSK 4
条件	tiáojiàn	conditions, circumstances, qualifications	HSK 4
同情	tóngqíng	sympathy, compassion	HSK 4
通知	tōngzhī	a notice	HSK 4
网球	wǎngqiú	tennis	HSK 4
网站	wǎngzhàn	website	HSK 4
袜子	wàzi	socks	HSK 4
味道	wèidào	flavor, smell, taste	HSK 4
卫生间	wèishēngjiān	restroom	HSK 4
危险	wēixiǎn	danger	HSK 4
温度	wēndù	temperature	HSK 4
文章	wénzhāng	essay, article	HSK 4
误会	wùhuì	misunderstanding	HSK 4
污染	wūrǎn	pollution; contamination	HSK 4
橡皮	xiàngpí	rubber, an eraser	HSK 4
现金	xiànjīn	cash	HSK 4
小吃	xiǎochī	snack; refreshments	HSK 4
效果	xiàoguǒ	positive result	HSK 4
笑话	xiàohuà	joke	HSK 4
小伙子	xiǎohuǒzi	young guy	HSK 4
小说	xiǎoshuō	a novel	HSK 4
消息	xiāoxi	news	HSK 4
西红柿	xīhóngshì	tomato	HSK 4
信封	xìnfēng	envelope	HSK 4
性别	xìngbié	gender	HSK 4
幸福	xìngfú	happiness	HSK 4
性格	xìnggé	personality, character	HSK 4
心情	xīnqíng	mood	HSK 4
信息	xìnxī	information; news; message	HSK 4
信心	xìnxīn	confidence	HSK 4
学期	xuéqī	(school) semester	HSK 4
牙膏	yágāo	toothpaste	HSK 4
压力	yālì	pressure	HSK 4
亚洲	Yàzhōu	Asia	HSK 4
盐	yán	salt	HSK 4
演出	yǎnchū	performance, concert	HSK 4
样子	yàngzi	appearance	HSK 4
眼镜	yǎnjìng	glasses	HSK 4
研究	yánjiū	research	HSK 4
演员	yǎnyuán	actor or actress	HSK 4
钥匙	yàoshi	key	HSK 4
叶子	yèzi	leaf	HSK 4
意见	yìjiàn	opinion	HSK 4
印象	yìnxiàng	impression	HSK 4
艺术	yìshù	art	HSK 4
优点	yōudiǎn	strong point, strength	HSK 4
邮局	yóujú	post office	HSK 4
友谊	yǒuyì	friendship	HSK 4
原因	yuányīn	cause, reason	HSK 4
约会	yuēhuì	appointment; engagement; date;	HSK 4
语法	yǔfǎ	grammar	HSK 4
羽毛球	yǔmáoqiú	badminton, shuttlecock	HSK 4
云	yún	cloud	HSK 4
语言	yǔyán	language	HSK 4
暂时	zànshí	temporary; temporarily	HSK 4
杂志	zázhì	magazine	HSK 4
责任	zérèn	responsibility	HSK 4
招聘	zhāopìn	recruitment	HSK 4
证明	zhèngmíng	proof	HSK 4
支持	zhīchí	support	HSK 4
纸袋	zhǐdài	paper bag	HSK 4
质量	zhìliàng	quality; mass (in physics)	HSK 4
知识	zhīshi	knowledge	HSK 4
植物	zhíwù	plant	HSK 4
职业	zhíyè	occupation	HSK 4
重点	zhòngdiǎn	emphasis; focal point	HSK 4
周围	zhōuwéi	surroundings, environment	HSK 4
专业	zhuānyè	specialty, major	HSK 4
主意	zhúyi	idea	HSK 4
自然	zìrán	natural	HSK 4
总结	zǒngjié	summary	HSK 4
作家	zuòjiā	writer	HSK 4
座位	zuòwèi	seat	HSK 4
作用	zuòyòng	action; function; activity; impact	HSK 4
左右	zuǒyòu	left and right; approximately	HSK 4
作者	zuòzhě	author, writer	HSK 4
